task_id,condition,rank,record_id,score
TASK-009,C4_generic_taxonomy,6,INC-0162,0.24803524642213598
TASK-009,C4_generic_taxonomy,7,INC-0019,0.24589984296062967
TASK-009,C4_generic_taxonomy,8,INC-0109,0.2430296398876571
TASK-009,C4_generic_taxonomy,9,INC-0121,0.218624618952335
TASK-009,C4_generic_taxonomy,10,INC-0034,0.21234886286196314
TASK-010,C4_generic_taxonomy,1,INC-0092,0.2970850546327165
TASK-010,C4_generic_taxonomy,2,INC-0028,0.2946810476608781
TASK-010,C4_generic_taxonomy,3,INC-0156,0.290331694141346
TASK-010,C4_generic_taxonomy,4,INC-0039,0.25941013487751124
TASK-010,C4_generic_taxonomy,5,INC-0103,0.24065110351466434
TASK-010,C4_generic_taxonomy,6,INC-0019,0.23704803711878475
TASK-010,C4_generic_taxonomy,7,INC-0125,0.21854937533488303
TASK-010,C4_generic_taxonomy,8,LL-0013,0.21453440414205308
TASK-010,C4_generic_taxonomy,9,INC-0167,0.20324985827886988
TASK-010,C4_generic_taxonomy,10,INC-0031,0.20014794866930594
TASK-011,C4_generic_taxonomy,1,INC-0026,0.16055000027532215
TASK-011,C4_generic_taxonomy,2,INC-0085,0.14576094985341706
TASK-011,C4_generic_taxonomy,3,INC-0172,0.1399810598708034
TASK-011,C4_generic_taxonomy,4,INC-0171,0.1362122490853189
TASK-011,C4_generic_taxonomy,5,INC-0150,0.13452288779091012
TASK-011,C4_generic_taxonomy,6,INC-0008,0.13387614233881523
TASK-011,C4_generic_taxonomy,7,INC-0107,0.13233635527244747
TASK-011,C4_generic_taxonomy,8,INC-0115,0.12703095166966
TASK-011,C4_generic_taxonomy,9,LL-0028,0.12589978413253175
TASK-011,C4_generic_taxonomy,10,INC-0149,0.12493100353254778
TASK-012,C4_generic_taxonomy,1,INC-0027,0.18780424203534188
TASK-012,C4_generic_taxonomy,2,INC-0169,0.18655275960476592
TASK-012,C4_generic_taxonomy,3,INC-0104,0.17796771285634716
TASK-012,C4_generic_taxonomy,4,INC-0033,0.16578327837376855
TASK-012,C4_generic_taxonomy,5,INC-0054,0.14608564269936405
TASK-012,C4_generic_taxonomy,6,INC-0040,0.14496812180606045
TASK-012,C4_generic_taxonomy,7,INC-0041,0.143826526605338
TASK-012,C4_generic_taxonomy,8,INC-0155,0.1425134830461386
TASK-012,C4_generic_taxonomy,9,INC-0048,0.1420077547869348
TASK-012,C4_generic_taxonomy,10,INC-0133,0.14020919547928334
TASK-013,C4_generic_taxonomy,1,INC-0164,0.21894504762286227
TASK-013,C4_generic_taxonomy,2,INC-0135,0.21348845932337568
TASK-013,C4_generic_taxonomy,3,INC-0100,0.20003767481979795
TASK-013,C4_generic_taxonomy,4,INC-0036,0.1913951078526064
TASK-013,C4_generic_taxonomy,5,LL-0024,0.18317895296521863
TASK-013,C4_generic_taxonomy,6,INC-0003,0.17389718202344073
TASK-013,C4_generic_taxonomy,7,INC-0102,0.17251566560798579
TASK-013,C4_generic_taxonomy,8,INC-0059,0.17177897981450568
TASK-013,C4_generic_taxonomy,9,INC-0131,0.17139932946740713
TASK-013,C4_generic_taxonomy,10,INC-0166,0.16944963555049938
TASK-014,C4_generic_taxonomy,1,INC-0117,0.2696776642914405
TASK-014,C4_generic_taxonomy,2,INC-0147,0.18482307381912214
TASK-014,C4_generic_taxonomy,3,INC-0053,0.1838117437971296
TASK-014,C4_generic_taxonomy,4,INC-0009,0.1722072635146419
TASK-014,C4_generic_taxonomy,5,INC-0004,0.1711345642228053
TASK-014,C4_generic_taxonomy,6,INC-0019,0.17049324584989442
TASK-014,C4_generic_taxonomy,7,INC-0041,0.16200381362546673
TASK-014,C4_generic_taxonomy,8,LL-0008,0.16106190756732822
TASK-014,C4_generic_taxonomy,9,INC-0031,0.158807836781272
TASK-014,C4_generic_taxonomy,10,INC-0092,0.15746570170128804
TASK-015,C4_generic_taxonomy,1,INC-0012,0.31238994446712565
TASK-015,C4_generic_taxonomy,2,INC-0018,0.30077007803969386
TASK-015,C4_generic_taxonomy,3,INC-0177,0.2896071004097533
TASK-015,C4_generic_taxonomy,4,INC-0173,0.28944802500646405
TASK-015,C4_generic_taxonomy,5,INC-0057,0.2598955341489899
TASK-015,C4_generic_taxonomy,6,INC-0082,0.25472141286992495
TASK-015,C4_generic_taxonomy,7,INC-0147,0.24756414066938065
TASK-015,C4_generic_taxonomy,8,INC-0083,0.20781804742897192
TASK-015,C4_generic_taxonomy,9,INC-0019,0.19318119386395033
TASK-015,C4_generic_taxonomy,10,INC-0053,0.18184440618450043
TASK-016,C4_generic_taxonomy,1,INC-0101,0.20738354653367402
TASK-016,C4_generic_taxonomy,2,INC-0037,0.20554209514515667
TASK-016,C4_generic_taxonomy,3,INC-0078,0.1827043833353025
TASK-016,C4_generic_taxonomy,4,INC-0014,0.1641618803009305
TASK-016,C4_generic_taxonomy,5,LL-0030,0.1520170598208424
TASK-016,C4_generic_taxonomy,6,INC-0003,0.14507788284147996
TASK-016,C4_generic_taxonomy,7,INC-0131,0.14313309750166317
TASK-016,C4_generic_taxonomy,8,INC-0124,0.14276443529751492
TASK-016,C4_generic_taxonomy,9,INC-0159,0.14272589745299408
TASK-016,C4_generic_taxonomy,10,INC-0067,0.13952289744416707
TASK-017,C4_generic_taxonomy,1,INC-0003,0.2738038845689993
TASK-017,C4_generic_taxonomy,2,INC-0067,0.2589118627960644
TASK-017,C4_generic_taxonomy,3,INC-0131,0.24063616262077495
TASK-017,C4_generic_taxonomy,4,INC-0120,0.1809106911756427
TASK-017,C4_generic_taxonomy,5,INC-0135,0.1791644259470157
TASK-017,C4_generic_taxonomy,6,INC-0160,0.17259270910059635
TASK-017,C4_generic_taxonomy,7,LL-0030,0.16955684280883043
TASK-017,C4_generic_taxonomy,8,INC-0095,0.16671716392662114
TASK-017,C4_generic_taxonomy,9,INC-0042,0.15929487270903137
TASK-017,C4_generic_taxonomy,10,INC-0170,0.1581511834657281
TASK-018,C4_generic_taxonomy,1,INC-0057,0.2852119583384609
TASK-018,C4_generic_taxonomy,2,INC-0010,0.21139521837423209
TASK-018,C4_generic_taxonomy,3,INC-0121,0.19717547707989144
TASK-018,C4_generic_taxonomy,4,INC-0013,0.19711478446486555
TASK-018,C4_generic_taxonomy,5,INC-0109,0.18417945464786833
TASK-018,C4_generic_taxonomy,6,INC-0127,0.1738288639154304
TASK-018,C4_generic_taxonomy,7,INC-0140,0.16782676234295504
TASK-018,C4_generic_taxonomy,8,INC-0103,0.15939568252406494
TASK-018,C4_generic_taxonomy,9,INC-0066,0.15382500149505457
TASK-018,C4_generic_taxonomy,10,INC-0173,0.1519541394454732
TASK-019,C4_generic_taxonomy,1,INC-0164,0.1700044786596995
TASK-019,C4_generic_taxonomy,2,LL-0011,0.16380581621143397
TASK-019,C4_generic_taxonomy,3,INC-0014,0.16032469931224233
TASK-019,C4_generic_taxonomy,4,INC-0131,0.15284226074855517
TASK-019,C4_generic_taxonomy,5,LL-0020,0.1480354186430518
TASK-019,C4_generic_taxonomy,6,LL-0026,0.1420047046030028
TASK-019,C4_generic_taxonomy,7,INC-0078,0.1384459806191765
TASK-019,C4_generic_taxonomy,8,INC-0036,0.13374751131180082
TASK-019,C4_generic_taxonomy,9,INC-0077,0.13319417891968877
TASK-019,C4_generic_taxonomy,10,INC-0162,0.1302155349033364
TASK-020,C4_generic_taxonomy,1,INC-0097,0.20077050678054031
TASK-020,C4_generic_taxonomy,2,INC-0003,0.19160794048468727
TASK-020,C4_generic_taxonomy,3,INC-0034,0.1874441112352075
TASK-020,C4_generic_taxonomy,4,INC-0067,0.18615357294043308
TASK-020,C4_generic_taxonomy,5,INC-0025,0.16546435236870533
TASK-020,C4_generic_taxonomy,6,INC-0042,0.16342027704383033
TASK-020,C4_generic_taxonomy,7,INC-0116,0.15353442624302574
TASK-020,C4_generic_taxonomy,8,INC-0141,0.15210156874437522
TASK-020,C4_generic_taxonomy,9,INC-0153,0.15167151807129003
TASK-020,C4_generic_taxonomy,10,INC-0162,0.14592420656385263
TASK-021,C4_generic_taxonomy,1,INC-0142,0.24985996475553524
TASK-021,C4_generic_taxonomy,2,INC-0052,0.21824269873031965
TASK-021,C4_generic_taxonomy,3,INC-0014,0.1803433708886702
TASK-021,C4_generic_taxonomy,4,INC-0078,0.17219892326468675
TASK-021,C4_generic_taxonomy,5,INC-0131,0.16056883667833335
TASK-021,C4_generic_taxonomy,6,INC-0178,0.15956357792193637
TASK-021,C4_generic_taxonomy,7,INC-0180,0.1546577344156979
TASK-021,C4_generic_taxonomy,8,INC-0168,0.15446445161940411
TASK-021,C4_generic_taxonomy,9,INC-0002,0.1516129714178523
TASK-021,C4_generic_taxonomy,10,INC-0116,0.14904680804130205
TASK-022,C4_generic_taxonomy,1,INC-0054,0.37154812972407225
TASK-022,C4_generic_taxonomy,2,INC-0118,0.33356094861564023
TASK-022,C4_generic_taxonomy,3,INC-0131,0.3298599172561907
TASK-022,C4_generic_taxonomy,4,INC-0160,0.26655370071595375
TASK-022,C4_generic_taxonomy,5,INC-0003,0.2612339884052626
TASK-022,C4_generic_taxonomy,6,INC-0135,0.2600174198474163
TASK-022,C4_generic_taxonomy,7,INC-0067,0.25611325807523183
TASK-022,C4_generic_taxonomy,8,INC-0106,0.25474047879522
TASK-022,C4_generic_taxonomy,9,INC-0096,0.2525711050152856
TASK-022,C4_generic_taxonomy,10,INC-0032,0.232788409760168
TASK-023,C4_generic_taxonomy,1,INC-0009,0.30216337734448956
TASK-023,C4_generic_taxonomy,2,INC-0137,0.27638214067237943
TASK-023,C4_generic_taxonomy,3,LL-0008,0.26990648823971525
TASK-023,C4_generic_taxonomy,4,INC-0073,0.2420841355218227
TASK-023,C4_generic_taxonomy,5,INC-0096,0.23276432660620716
TASK-023,C4_generic_taxonomy,6,INC-0124,0.22939422844922944
TASK-023,C4_generic_taxonomy,7,INC-0153,0.2262678949483921
TASK-023,C4_generic_taxonomy,8,INC-0152,0.21060128697073632
TASK-023,C4_generic_taxonomy,9,INC-0024,0.20763983042005457
TASK-023,C4_generic_taxonomy,10,INC-0147,0.19642342332532203
TASK-024,C4_generic_taxonomy,1,INC-0006,0.3110591880748163
TASK-024,C4_generic_taxonomy,2,INC-0110,0.30256174220853466
TASK-024,C4_generic_taxonomy,3,INC-0001,0.28095015238881926
TASK-024,C4_generic_taxonomy,4,INC-0174,0.25246026109158815
TASK-024,C4_generic_taxonomy,5,INC-0011,0.22893173884024087
TASK-024,C4_generic_taxonomy,6,INC-0004,0.20730942389182216
TASK-024,C4_generic_taxonomy,7,INC-0139,0.20180486406749829
TASK-024,C4_generic_taxonomy,8,INC-0075,0.19020652536293922
TASK-024,C4_generic_taxonomy,9,INC-0108,0.1878580087025982
TASK-024,C4_generic_taxonomy,10,INC-0102,0.18184247821437652
TASK-025,C4_generic_taxonomy,1,INC-0082,0.299849092063809
TASK-025,C4_generic_taxonomy,2,INC-0178,0.2246953980298573
TASK-025,C4_generic_taxonomy,3,INC-0018,0.22425341310831026
TASK-025,C4_generic_taxonomy,4,INC-0177,0.20645856526835554
TASK-025,C4_generic_taxonomy,5,INC-0146,0.20499843845228777
TASK-025,C4_generic_taxonomy,6,INC-0176,0.19201820120331203
TASK-025,C4_generic_taxonomy,7,INC-0016,0.18963506516707757
TASK-025,C4_generic_taxonomy,8,INC-0049,0.17524172925443005
TASK-025,C4_generic_taxonomy,9,INC-0133,0.17483842608154382
TASK-025,C4_generic_taxonomy,10,INC-0065,0.17479412853710188
TASK-026,C4_generic_taxonomy,1,INC-0096,0.2862335270300356
TASK-026,C4_generic_taxonomy,2,INC-0124,0.2818958543271051
TASK-026,C4_generic_taxonomy,3,INC-0152,0.2164235407861145
TASK-026,C4_generic_taxonomy,4,INC-0024,0.21338021222054956
TASK-026,C4_generic_taxonomy,5,INC-0160,0.21193710111505826
TASK-026,C4_generic_taxonomy,6,INC-0135,0.2037604352369672
TASK-026,C4_generic_taxonomy,7,INC-0101,0.2033846851906545
TASK-026,C4_generic_taxonomy,8,INC-0060,0.20161999237877504
TASK-026,C4_generic_taxonomy,9,INC-0153,0.19968527737501943
TASK-026,C4_generic_taxonomy,10,INC-0014,0.18849585870993157
TASK-027,C4_generic_taxonomy,1,INC-0159,0.2729059641812643
TASK-027,C4_generic_taxonomy,2,INC-0095,0.23603439241191498
TASK-027,C4_generic_taxonomy,3,INC-0039,0.23241918400595238
TASK-027,C4_generic_taxonomy,4,INC-0031,0.2232282979949799
TASK-027,C4_generic_taxonomy,5,INC-0052,0.2143204403916465
TASK-027,C4_generic_taxonomy,6,INC-0167,0.21341865520431863
TASK-027,C4_generic_taxonomy,7,LL-0001,0.21194567927554278
TASK-027,C4_generic_taxonomy,8,LL-0013,0.20951871553143958
TASK-027,C4_generic_taxonomy,9,INC-0103,0.19407003664988062
TASK-027,C4_generic_taxonomy,10,INC-0073,0.18620257176715316
TASK-028,C4_generic_taxonomy,1,INC-0006,0.3440579618795615
TASK-028,C4_generic_taxonomy,2,INC-0134,0.30182837418031055
TASK-028,C4_generic_taxonomy,3,INC-0139,0.2747463108232821
TASK-028,C4_generic_taxonomy,4,INC-0110,0.2513323218215528
TASK-028,C4_generic_taxonomy,5,INC-0004,0.2496977532771565
TASK-028,C4_generic_taxonomy,6,INC-0011,0.24828602379464274
TASK-028,C4_generic_taxonomy,7,INC-0001,0.24190623165389188
TASK-028,C4_generic_taxonomy,8,INC-0075,0.22761309138455998
TASK-028,C4_generic_taxonomy,9,INC-0108,0.21777316210986403
TASK-028,C4_generic_taxonomy,10,INC-0102,0.21079969792148198
TASK-029,C4_generic_taxonomy,1,INC-0075,0.20509380279361855
TASK-029,C4_generic_taxonomy,2,INC-0139,0.20094113601563124
TASK-029,C4_generic_taxonomy,3,INC-0135,0.19753283926573523
TASK-029,C4_generic_taxonomy,4,INC-0011,0.19434324658552632
TASK-029,C4_generic_taxonomy,5,INC-0131,0.17804932562351855
TASK-029,C4_generic_taxonomy,6,INC-0003,0.16938812981008775
TASK-029,C4_generic_taxonomy,7,INC-0160,0.16612670512086702
TASK-029,C4_generic_taxonomy,8,INC-0067,0.15483538983449105
TASK-029,C4_generic_taxonomy,9,INC-0042,0.15332705815733597
TASK-029,C4_generic_taxonomy,10,INC-0170,0.1522262160263893
TASK-030,C4_generic_taxonomy,1,INC-0077,0.2947394044458414
TASK-030,C4_generic_taxonomy,2,INC-0013,0.28161932551827584
TASK-030,C4_generic_taxonomy,3,INC-0179,0.2269114190891301
TASK-030,C4_generic_taxonomy,4,INC-0039,0.20598386825383658
TASK-030,C4_generic_taxonomy,5,INC-0172,0.20527188247688527
TASK-030,C4_generic_taxonomy,6,LL-0026,0.20430309154018575
TASK-030,C4_generic_taxonomy,7,INC-0044,0.19372126087364705
TASK-030,C4_generic_taxonomy,8,INC-0101,0.18850245247275146
TASK-030,C4_generic_taxonomy,9,LL-0020,0.18422798542327723
TASK-030,C4_generic_taxonomy,10,INC-0135,0.18249950230135945
TASK-031,C4_generic_taxonomy,1,INC-0058,0.26827242804285995
TASK-031,C4_generic_taxonomy,2,INC-0117,0.2316586783976594
TASK-031,C4_generic_taxonomy,3,INC-0179,0.21981442849443952
TASK-031,C4_generic_taxonomy,4,INC-0118,0.19425763509869123
TASK-031,C4_generic_taxonomy,5,LL-0021,0.18667770655406743
TASK-031,C4_generic_taxonomy,6,INC-0115,0.18177725248931234
TASK-031,C4_generic_taxonomy,7,INC-0041,0.1775814482660795
TASK-031,C4_generic_taxonomy,8,INC-0048,0.17297071829578098
TASK-031,C4_generic_taxonomy,9,INC-0020,0.17023126524953466
TASK-031,C4_generic_taxonomy,10,INC-0054,0.16798270356999817
TASK-032,C4_generic_taxonomy,1,INC-0137,0.20928281281694106
TASK-032,C4_generic_taxonomy,2,INC-0072,0.20283704296484734
TASK-032,C4_generic_taxonomy,3,INC-0165,0.18207791334626863
TASK-032,C4_generic_taxonomy,4,INC-0179,0.1796000266460078
TASK-032,C4_generic_taxonomy,5,INC-0101,0.17484448710433295
TASK-032,C4_generic_taxonomy,6,INC-0060,0.16371784948333976
TASK-032,C4_generic_taxonomy,7,INC-0009,0.15984406484446095
TASK-032,C4_generic_taxonomy,8,INC-0155,0.15552935125999287
TASK-032,C4_generic_taxonomy,9,INC-0051,0.15410049775024764
TASK-032,C4_generic_taxonomy,10,INC-0104,0.14793729072947687
TASK-033,C4_generic_taxonomy,1,INC-0032,0.3128690367712826
TASK-033,C4_generic_taxonomy,2,INC-0160,0.25218093903984745
TASK-033,C4_generic_taxonomy,3,INC-0094,0.17496829821680204
TASK-033,C4_generic_taxonomy,4,INC-0096,0.16773768427029667
TASK-033,C4_generic_taxonomy,5,INC-0003,0.16224193295207734
TASK-033,C4_generic_taxonomy,6,INC-0113,0.15859574068200902
TASK-033,C4_generic_taxonomy,7,INC-0131,0.15613061713359072
TASK-033,C4_generic_taxonomy,8,INC-0175,0.15451960033464182
TASK-033,C4_generic_taxonomy,9,INC-0139,0.15219730865186196
TASK-033,C4_generic_taxonomy,10,INC-0011,0.14618096705197453
TASK-034,C4_generic_taxonomy,1,INC-0157,0.3505512738914448
TASK-034,C4_generic_taxonomy,2,INC-0029,0.27706979066631465
TASK-034,C4_generic_taxonomy,3,INC-0131,0.27212144934818117
TASK-034,C4_generic_taxonomy,4,INC-0014,0.27204222351806995
TASK-034,C4_generic_taxonomy,5,INC-0036,0.23802558642593688
TASK-034,C4_generic_taxonomy,6,INC-0111,0.22261697218449178
TASK-034,C4_generic_taxonomy,7,LL-0019,0.21013231177390942
TASK-034,C4_generic_taxonomy,8,INC-0093,0.20904691547758156
TASK-034,C4_generic_taxonomy,9,INC-0164,0.20786240787970311
TASK-034,C4_generic_taxonomy,10,INC-0047,0.20382730127986945
TASK-035,C4_generic_taxonomy,1,INC-0114,0.3074862716006832
TASK-035,C4_generic_taxonomy,2,INC-0050,0.2613747041983259
TASK-035,C4_generic_taxonomy,3,INC-0178,0.21127006091198502
TASK-035,C4_generic_taxonomy,4,INC-0066,0.18186504477698878
TASK-035,C4_generic_taxonomy,5,INC-0157,0.1674814763922049
TASK-035,C4_generic_taxonomy,6,INC-0100,0.15950000843647633
TASK-035,C4_generic_taxonomy,7,INC-0144,0.15687714621821625
TASK-035,C4_generic_taxonomy,8,INC-0143,0.15509244894462462
TASK-035,C4_generic_taxonomy,9,INC-0015,0.15401380623703662
TASK-035,C4_generic_taxonomy,10,INC-0080,0.1535413930704058
TASK-036,C4_generic_taxonomy,1,INC-0153,0.2159433194232737
TASK-036,C4_generic_taxonomy,2,INC-0094,0.21590022892404964
TASK-036,C4_generic_taxonomy,3,INC-0124,0.21027825111895973
TASK-036,C4_generic_taxonomy,4,INC-0030,0.19764824324291602
TASK-036,C4_generic_taxonomy,5,INC-0152,0.16807065177917901
TASK-036,C4_generic_taxonomy,6,INC-0024,0.16570725723469096
TASK-036,C4_generic_taxonomy,7,INC-0096,0.1628549966508859
TASK-036,C4_generic_taxonomy,8,INC-0025,0.14345683859364827
TASK-036,C4_generic_taxonomy,9,INC-0136,0.14169298299659933
TASK-036,C4_generic_taxonomy,10,INC-0008,0.1362259407942744
TASK-037,C4_generic_taxonomy,1,INC-0103,0.21715075914136753
TASK-037,C4_generic_taxonomy,2,INC-0053,0.18385348196763818
TASK-037,C4_generic_taxonomy,3,INC-0092,0.16673652670220188
TASK-037,C4_generic_taxonomy,4,INC-0028,0.16538729769723642
TASK-037,C4_generic_taxonomy,5,INC-0125,0.16367130537483643
TASK-037,C4_generic_taxonomy,6,INC-0156,0.16150018458785673
TASK-037,C4_generic_taxonomy,7,INC-0009,0.16119226891125263
TASK-037,C4_generic_taxonomy,8,INC-0025,0.15419362839460252
TASK-037,C4_generic_taxonomy,9,INC-0079,0.15174008469614184
TASK-037,C4_generic_taxonomy,10,INC-0031,0.14877837280432543
TASK-038,C4_generic_taxonomy,1,INC-0065,0.21075307491116652
TASK-038,C4_generic_taxonomy,2,INC-0129,0.19503675111481616
TASK-038,C4_generic_taxonomy,3,INC-0001,0.19479824679130356
TASK-038,C4_generic_taxonomy,4,INC-0176,0.1931870850889793
TASK-038,C4_generic_taxonomy,5,INC-0110,0.18073050782682934
TASK-038,C4_generic_taxonomy,6,INC-0174,0.16701581791738485
TASK-038,C4_generic_taxonomy,7,INC-0046,0.16215402437530668
TASK-038,C4_generic_taxonomy,8,INC-0105,0.15399148904253349
TASK-038,C4_generic_taxonomy,9,LL-0029,0.14780733351754063
TASK-038,C4_generic_taxonomy,10,INC-0133,0.14533804339816286
TASK-039,C4_generic_taxonomy,1,INC-0026,0.2444984763476798
TASK-039,C4_generic_taxonomy,2,INC-0154,0.16320856960375996
TASK-039,C4_generic_taxonomy,3,INC-0168,0.13836822611596775
TASK-039,C4_generic_taxonomy,4,INC-0149,0.13020388983411174
TASK-039,C4_generic_taxonomy,5,INC-0014,0.12966237848034742
TASK-039,C4_generic_taxonomy,6,INC-0104,0.12492427816618076
TASK-039,C4_generic_taxonomy,7,INC-0171,0.12457480656102748
TASK-039,C4_generic_taxonomy,8,INC-0021,0.12364184367246486
TASK-039,C4_generic_taxonomy,9,LL-0025,0.12232883787515672
TASK-039,C4_generic_taxonomy,10,LL-0028,0.1218203980745433
TASK-040,C4_generic_taxonomy,1,INC-0010,0.35327904609958477
TASK-040,C4_generic_taxonomy,2,INC-0074,0.3303525928092211
TASK-040,C4_generic_taxonomy,3,INC-0103,0.27732839566181366
TASK-040,C4_generic_taxonomy,4,INC-0007,0.2555033814037077
TASK-040,C4_generic_taxonomy,5,INC-0167,0.24108253923800815
TASK-040,C4_generic_taxonomy,6,INC-0015,0.24028500199029534
TASK-040,C4_generic_taxonomy,7,INC-0071,0.23769537411516123
TASK-040,C4_generic_taxonomy,8,INC-0165,0.23617941415230848
TASK-040,C4_generic_taxonomy,9,INC-0143,0.23603292017129462
